artist_names,track_name,peak_streams,total_streams,max_peak_rank,min_peak_rank,max_days_on_chart,best_day_streams,first_appearance,uri,source,count,best_day_date,duration_ms,explicit,is_local,popularity,track_number,release_date,album_total_tracks,album_name,spotify_uri,relase-chart_days,chart-best_days,release-best_days,relase-chart_days_bins,is_colab,artist_count
Lana Del Rey,Dark But Just A Game,929129,929129,138,138,1,929129,2021-03-19,spotify:track:1dBBmAddRRIw6GwF7dPz6z,Polydor Records,1,2021-03-19,235664,True,False,59,6,2021-03-19,11,Chemtrails Over The Country Club,spotify:track:1dBBmAddRRIw6GwF7dPz6z,0,0,0,0 days,False,1
Nekfeu,Cheum,928881,928881,123,123,1,928881,2019-06-07,spotify:track:3eG36tERWexe2lm75Ea3Y8,Universal Music Division Carthage Music,1,2019-06-07,196026,True,False,0,3,2019-06-06,18,Les étoiles vagabondes,spotify:track:3eG36tERWexe2lm75Ea3Y8,1,0,1,<1 week,False,1
Tom Petty,Runnin' Down A Dream,928840,928840,76,76,1,928840,2017-10-03,spotify:track:6rdEEYHsLavlklAypD5cre,Tom Petty - Greatest Hits,1,2017-10-03,262373,False,False,1,5,1989-01-01,12,Full Moon Fever,spotify:track:6rdEEYHsLavlklAypD5cre,10502,0,10502,4+ weeks,False,1
"KSI, Lil Durk",No Time - feat. Lil Durk,928784,928784,150,150,1,928784,2021-07-16,spotify:track:1vicAuW47ccp1l5mYmaWi7,BMG Rights Management (US) LLC,1,2021-07-16,180066,True,False,0,12,2021-07-16,16,All Over The Place (Platinum VIP Edition),spotify:track:1vicAuW47ccp1l5mYmaWi7,0,0,0,0 days,True,2
Logic,man i is,927925,927925,143,143,1,927925,2020-07-24,spotify:track:0ERnYArznxdTBEIj1VSta8,Def Jam Recordings,1,2020-07-24,269231,True,False,55,8,2020-07-24,15,No Pressure,spotify:track:0ERnYArznxdTBEIj1VSta8,0,0,0,0 days,False,1
Drake,Draft Day,927811,927811,112,112,1,927811,2019-08-02,spotify:track:3W3FVHEDetkiRkkGKDmdir,OVO,1,2019-08-02,266325,True,False,51,6,2019-08-02,17,Care Package,spotify:track:3W3FVHEDetkiRkkGKDmdir,0,0,0,0 days,False,1
A$AP Rocky,Kids Turned Out Fine,927252,927252,115,115,1,927252,2018-05-25,spotify:track:0qp8MuZNKelOGTK2HPlXBA,A$AP Worldwide/Polo Grounds Music/RCA Records,1,2018-05-25,183120,True,False,56,11,2018-05-25,15,TESTING,spotify:track:0qp8MuZNKelOGTK2HPlXBA,0,0,0,0 days,False,1
"Trippie Redd, Kodie Shane",Negative Energy (feat. Kodie Shane),927123,927123,127,127,1,927123,2018-11-09,spotify:track:0ZPCxNK4DIrF8KqrN3DxfA,"TenThousand Projects, LLC",1,2018-11-09,178285,True,False,0,4,2018-11-09,16,A Love Letter To You 3,spotify:track:0ZPCxNK4DIrF8KqrN3DxfA,0,0,0,0 days,True,2
Rammstein,Sex,926457,926457,130,130,1,926457,2019-05-17,spotify:track:15f16lrsDzFeNpHYBTzHLI,Rammstein,1,2019-05-17,236529,False,False,55,5,2019-05-17,11,Rammstein,spotify:track:15f16lrsDzFeNpHYBTzHLI,0,0,0,0 days,False,1
Damso,BPM,926259,926259,121,121,1,926259,2020-09-18,spotify:track:2fHZHwEp6TP2ClC1S8ihVN,Trente-quatre Centimes,1,2020-09-18,182533,True,False,0,9,2020-09-17,14,QALF,spotify:track:2fHZHwEp6TP2ClC1S8ihVN,1,0,1,<1 week,False,1
Lil Baby,Crush A Lot,925986,925986,133,133,1,925986,2018-11-30,spotify:track:39RWYLt6hgk9BbhkDgaHW9,Quality Control Music/Motown Records/Capitol Records,1,2018-11-30,159754,True,False,58,3,2018-11-30,13,Street Gossip,spotify:track:39RWYLt6hgk9BbhkDgaHW9,0,0,0,0 days,False,1
"Loredana, Mozzik",Rosenkrieg,925801,925801,137,137,1,925801,2021-05-28,spotify:track:6DiaHETMcKdX7FwuGXwp1O,Loredana,1,2021-05-28,146526,True,False,0,1,2021-05-28,1,Rosenkrieg,spotify:track:6DiaHETMcKdX7FwuGXwp1O,0,0,0,0 days,True,2
Nicki Minaj,Itty Bitty Piggy,925185,925185,135,135,1,925185,2021-05-14,spotify:track:1uYxHHZBRliM9cNzCxq93g,Republic Records,1,2021-05-14,246752,True,False,56,7,2021-05-14,23,Beam Me Up Scotty,spotify:track:1uYxHHZBRliM9cNzCxq93g,0,0,0,0 days,False,1
TOOL,7empest,923777,923777,131,131,1,923777,2019-08-30,spotify:track:0gGfmw4csswZmFPj9YK8GW,RCA Records Label,1,2019-08-30,943528,True,False,56,9,2019-08-30,10,Fear Inoculum,spotify:track:0gGfmw4csswZmFPj9YK8GW,0,0,0,0 days,False,1
"Tory Lanez, Snoop Dogg",Beauty In The Benz (feat. Snoop Dogg),923752,923752,101,101,1,923752,2019-11-15,spotify:track:0BpYTh0O2ut5wvt0QtDGt4,Mad Love/Interscope Records,1,2019-11-15,237452,True,False,46,4,2019-11-15,18,Chixtape 5,spotify:track:0BpYTh0O2ut5wvt0QtDGt4,0,0,0,0 days,True,2
"G-Eazy, Chris Brown, Mark Morrison",Provide (feat. Chris Brown & Mark Morrison),923598,923598,130,130,1,923598,2021-02-05,spotify:track:0tQmgwFKw9069z1BXniOiA,BPG/RVG/RCA Records,1,2021-02-05,186349,True,False,53,1,2021-02-05,1,Provide (feat. Chris Brown & Mark Morrison),spotify:track:0tQmgwFKw9069z1BXniOiA,0,0,0,0 days,True,3
Brent Faiyaz,MERCEDES,923455,923455,172,172,1,923455,2021-12-03,spotify:track:7xz5EOIoDcQvXBD7eynlLr,Lost Kids,1,2021-12-03,233069,True,False,0,1,2021-12-02,1,MERCEDES,spotify:track:7xz5EOIoDcQvXBD7eynlLr,1,0,1,<1 week,False,1
Marracash,COSPLAYER,923208,923208,162,162,1,923208,2021-11-19,spotify:track:09FMFnWC5RYkvvvsjOus9B,Universal Music Italia srL.,1,2021-11-19,221884,True,False,0,6,2021-11-19,14,"NOI, LORO, GLI ALTRI",spotify:track:09FMFnWC5RYkvvvsjOus9B,0,0,0,0 days,False,1
"Polo G, Nicki Minaj",For the Love of New York (with Nicki Minaj),922494,922494,161,161,1,922494,2021-06-11,spotify:track:09b7tlISM5nQic0l2Qv9lP,Columbia,1,2021-06-11,175899,True,False,44,18,2021-06-11,20,Hall of Fame,spotify:track:09b7tlISM5nQic0l2Qv9lP,0,0,0,0 days,True,2
"Lil Tecca, Chief Keef, Trippie Redd","CHOPPA SHOOT THE LOUDEST (with Chief Keef, feat.Trippie Redd)",922296,922296,132,132,1,922296,2021-08-27,spotify:track:2MyQK6cKu9IAzNXiBm7TD0,Galactic / Republic Records,1,2021-08-27,241655,True,False,52,9,2021-08-27,20,We Love You Tecca 2,spotify:track:2MyQK6cKu9IAzNXiBm7TD0,0,0,0,0 days,True,3
PNL,Kuta ubud,922291,922291,143,143,1,922291,2019-04-05,spotify:track:25yiHDniULzQL1BaFgV4Tq,QLF Records,1,2019-04-05,304795,True,False,48,12,2019-04-05,16,Deux frères,spotify:track:25yiHDniULzQL1BaFgV4Tq,0,0,0,0 days,False,1
"MACHETE, Gemitaiz, Izi, Salmo",MAMMASTOMALE (feat. Salmo) - prod. Dade,922287,922287,117,117,1,922287,2019-07-05,spotify:track:5nFX29WZIulql4m4ic0KRw,Epic,1,2019-07-05,154549,True,False,51,18,2019-07-05,18,MACHETE MIXTAPE 4,spotify:track:5nFX29WZIulql4m4ic0KRw,0,0,0,0 days,True,4
"Madonna, Maluma",Medellín (with Maluma),922248,922248,107,107,1,922248,2019-04-19,spotify:track:3tTV4DYlhkiXRNiiXwIAPf,"Boy Toy, Inc., Exclusively licensed to Live Nation Worldwide, Inc. Exclusively licensed to Interscope Records",1,2019-04-19,298164,False,False,0,1,2019-04-17,1,Medellín (with Maluma),spotify:track:3tTV4DYlhkiXRNiiXwIAPf,2,0,2,<1 week,True,2
"Agust D, Kim Jong Wan of NELL",Dear my friend (feat. Kim Jong Wan of NELL),921575,921575,112,112,1,921575,2020-05-22,spotify:track:5qJF3xMbNjsPuqQDRkfUl1,BIGHIT MUSIC,1,2020-05-22,292078,True,False,0,10,2020-05-22,10,D-2,spotify:track:5qJF3xMbNjsPuqQDRkfUl1,0,0,0,0 days,True,2
Foo Fighters,Learn to Fly,921056,921056,145,145,1,921056,2022-03-26,spotify:track:5OQsiBsky2k2kDKy2bX2eT,RCA Records Label,1,2022-03-26,235293,False,False,75,3,1999-11-02,11,There Is Nothing Left To Lose,spotify:track:5OQsiBsky2k2kDKy2bX2eT,8180,0,8180,4+ weeks,False,1
P!nk,All I Know So Far,920835,920835,132,132,1,920835,2021-05-07,spotify:track:4LmN3eU1R1vVEdKuDELpGk,RCA Records Label,1,2021-05-07,277413,True,False,62,1,2021-05-07,1,All I Know So Far,spotify:track:4LmN3eU1R1vVEdKuDELpGk,0,0,0,0 days,False,1
Foo Fighters,Making A Fire,920439,920439,133,133,1,920439,2021-02-05,spotify:track:2u8NmvhYX6wiviyxJTOhEi,RCA Records Label,1,2021-02-05,255106,False,False,45,1,2021-02-05,9,Medicine At Midnight,spotify:track:2u8NmvhYX6wiviyxJTOhEi,0,0,0,0 days,False,1
"Internet Money, Lil Tecca, Lil Mosey",JETSKI,920378,920378,131,131,1,920378,2021-03-26,spotify:track:2vl0D1b0M6UHlD1Fjh5j1m,Internet Money Records / 10K Projects,1,2021-03-26,165161,True,False,1,1,2021-03-26,1,JETSKI (feat. Lil Mosey & Lil Tecca),spotify:track:2vl0D1b0M6UHlD1Fjh5j1m,0,0,0,0 days,True,3
"Eslabon Armado, Junior H",DOS MORRITAS,920361,920361,174,174,1,920361,2022-05-06,spotify:track:2gpaJPUWNx2xmOwy2NNLu8,DEL Records,1,2022-05-06,238560,False,False,59,2,2022-05-06,14,NOSTALGIA,spotify:track:2gpaJPUWNx2xmOwy2NNLu8,0,0,0,0 days,True,2
Troye Sivan,Take Yourself Home,919529,919529,96,96,1,919529,2020-04-03,spotify:track:6YndZBGmLySgsVScckWkmO,EMI Recorded Music Australia Pty Ltd,1,2020-04-03,249369,False,False,0,1,2020-04-01,1,Take Yourself Home,spotify:track:6YndZBGmLySgsVScckWkmO,2,0,2,<1 week,False,1
"Brent Faiyaz, Joony",FYTB (FEAT. JOONY),919467,919467,182,182,1,919467,2022-07-08,spotify:track:48oQGynnS8RLiYRFsJ6pDL,"Lost Kids LLC., Marketed by Venice / Stem",1,2022-07-08,198003,True,False,55,11,2022-07-08,19,WASTELAND,spotify:track:48oQGynnS8RLiYRFsJ6pDL,0,0,0,0 days,True,2
Agust D,Interlude : Set me free,918867,918867,113,113,1,918867,2020-05-22,spotify:track:3wS2dXzQw58b1e3AR8YStR,BIGHIT MUSIC,1,2020-05-22,140198,False,False,0,9,2020-05-22,10,D-2,spotify:track:3wS2dXzQw58b1e3AR8YStR,0,0,0,0 days,False,1
Conan Gray,Disaster,918720,918720,177,177,1,918720,2022-06-24,spotify:track:3SWGtKHaCFEUqfm9ydUFVw,Republic Records,1,2022-06-24,153096,False,False,61,3,2022-06-24,12,Superache,spotify:track:3SWGtKHaCFEUqfm9ydUFVw,0,0,0,0 days,False,1
Tame Impala,On Track,918285,918285,152,152,1,918285,2020-02-14,spotify:track:0IuE6FnXPCdZ8NLuuvJRhb,Universal Music Australia Pty. Ltd.,1,2020-02-14,301786,False,False,54,7,2020-02-14,12,The Slow Rush,spotify:track:0IuE6FnXPCdZ8NLuuvJRhb,0,0,0,0 days,False,1
ROSALÍA,BULERÍAS,918279,918279,155,155,1,918279,2022-03-18,spotify:track:5tmrMIajDQRBcJQPaoAGdk,Columbia,1,2022-03-18,155880,False,False,50,4,2022-03-18,16,MOTOMAMI,spotify:track:5tmrMIajDQRBcJQPaoAGdk,0,0,0,0 days,False,1
mgk,kiss kiss,918131,918131,143,143,1,918131,2020-09-25,spotify:track:69LvvkHnFFnX3d5eNObtMo,Bad Boy/Interscope Records,1,2020-09-25,138097,True,False,58,2,2020-09-25,15,Tickets To My Downfall,spotify:track:69LvvkHnFFnX3d5eNObtMo,0,0,0,0 days,False,1
"Anitta, Swae Lee",Poquito,917921,917921,145,145,1,917921,2019-04-05,spotify:track:5qm2otRZaeZaqdLVVohUjq,WM Brazil,1,2019-04-05,175670,True,False,40,5,2019-04-05,10,Kisses,spotify:track:5qm2otRZaeZaqdLVVohUjq,0,0,0,0 days,True,2
"Daddy Yankee, El Alfa, Lil Jon",BOMBÓN,917868,917868,164,164,1,917868,2022-03-25,spotify:track:4OAPnWJ3J5w4c4IBLh2chn,Republic Records,1,2022-03-25,182413,True,False,64,16,2022-03-25,19,LEGENDADDY,spotify:track:4OAPnWJ3J5w4c4IBLh2chn,0,0,0,0 days,True,3
Stray Kids,SUPER BOARD,917751,917751,194,194,1,917751,2022-10-07,spotify:track:078fJxqEUz0LvbHSM6AoXJ,Republic Records - Stray Kids,1,2022-10-07,185960,False,False,59,4,2022-10-07,8,MAXIDENT,spotify:track:078fJxqEUz0LvbHSM6AoXJ,0,0,0,0 days,False,1
"Aaliyah, The Weeknd",Poison,917594,917594,167,167,1,917594,2021-12-17,spotify:track:7M4fSXTAUQih72cf0FbMgA,Blackground Records 2.0 / EMPIRE,1,2021-12-17,162631,False,False,42,1,2021-12-17,1,Poison (feat. The Weeknd),spotify:track:7M4fSXTAUQih72cf0FbMgA,0,0,0,0 days,True,2
Nekfeu,Les étoiles vagabondes,917471,917471,126,126,1,917471,2019-06-07,spotify:track:1FN3Bo2tGTBxvEb5b83vFV,Universal Music Division Carthage Music,1,2019-06-07,234053,True,False,0,1,2019-06-06,18,Les étoiles vagabondes,spotify:track:1FN3Bo2tGTBxvEb5b83vFV,1,0,1,<1 week,False,1
Anuel AA,Somo o No Somos,916929,916929,115,115,1,916929,2020-05-29,spotify:track:3YeImruYgPnQtn4QgHqi04,"2020 Real Hasta La Muerte, LLC",1,2020-05-29,236650,True,False,50,2,2020-05-29,22,Emmanuel,spotify:track:3YeImruYgPnQtn4QgHqi04,0,0,0,0 days,False,1
"KSI, Offset",Cap (feat. Offset),916697,916697,114,114,1,916697,2020-05-22,spotify:track:3xcgXaHFeoCs0xTRJvqDGm,BMG Rights Management (US) LLC,1,2020-05-22,191047,True,False,0,2,2020-05-22,12,Dissimulation,spotify:track:3xcgXaHFeoCs0xTRJvqDGm,0,0,0,0 days,True,2
Future,One Of My,915840,915840,111,111,1,915840,2020-05-15,spotify:track:12ZpiGAd2uPgJiofgoZMue,Epic/Freebandz,1,2020-05-15,142978,True,False,50,6,2020-05-15,21,High Off Life,spotify:track:12ZpiGAd2uPgJiofgoZMue,0,0,0,0 days,False,1
Halsey,The Tradition,915388,915388,136,136,1,915388,2021-08-27,spotify:track:3e2bWR3uFw1utzl37g4z3S,Capitol Records,1,2021-08-27,226373,False,False,46,1,2021-08-27,13,"If I Can’t Have Love, I Want Power",spotify:track:3e2bWR3uFw1utzl37g4z3S,0,0,0,0 days,False,1
"Andrew Andraos, Esprit Ange Andraos",Amazing Grace,915291,915291,183,183,1,915291,2020-12-18,spotify:track:71avPtayHSPwC2MUfRLOdC,Andrew Andraos,1,2020-12-18,244266,False,False,0,1,2020-12-11,1,Amazing Grace,spotify:track:71avPtayHSPwC2MUfRLOdC,7,0,7,<1 week,True,2
Bryson Tiller,Inhale,913845,913845,150,150,1,913845,2020-10-02,spotify:track:0ycIrEpkyb4lrqE7M1emju,TrapSoul/RCA Records,1,2020-10-02,171173,True,False,60,7,2020-10-02,10,A N N I V E R S A R Y,spotify:track:0ycIrEpkyb4lrqE7M1emju,0,0,0,0 days,False,1
Luciano,PEPPERMINT,913038,913038,132,132,1,913038,2021-03-05,spotify:track:6V1lWr7s8CO5VkxXe4hBtg,URBAN,1,2021-03-05,197240,False,False,51,1,2021-03-04,1,PEPPERMINT,spotify:track:6V1lWr7s8CO5VkxXe4hBtg,1,0,1,<1 week,False,1
Charlie Puth,Patient,912892,912892,112,112,1,912892,2018-05-11,spotify:track:2ZrHbO88rM6Ijeg0aJmSzl,Artist Partner,1,2018-05-11,190533,False,False,54,6,2018-05-11,13,Voicenotes,spotify:track:2ZrHbO88rM6Ijeg0aJmSzl,0,0,0,0 days,False,1
"Lil Baby, Lil Wayne",Forever (feat. Lil Wayne),912764,912764,127,127,1,912764,2020-02-28,spotify:track:3EVzllf30zIBAtKb75bs1W,Quality Control/Motown Records,1,2020-02-28,201615,True,False,51,10,2020-02-28,20,My Turn,spotify:track:3EVzllf30zIBAtKb75bs1W,0,0,0,0 days,True,2
"Nicki Nicole, Rauw Alejandro",Sabe,911738,911738,151,151,1,911738,2021-10-29,spotify:track:0XYZhJIcwKNjd0tjbSXwaQ,Sony Music Latin/DALE PLAY Records,1,2021-10-29,177655,False,False,51,3,2021-10-28,16,Parte de Mí,spotify:track:0XYZhJIcwKNjd0tjbSXwaQ,1,0,1,<1 week,True,2
"Ufo361, RIN",LOW LIFE,911491,911491,144,144,1,911491,2021-03-19,spotify:track:3IjfWBZrBISpcLhIMY44T6,Stay High,1,2021-03-19,147768,True,False,0,1,2021-03-19,1,LOW LIFE,spotify:track:3IjfWBZrBISpcLhIMY44T6,0,0,0,0 days,True,2
Lewis Capaldi,One,911102,911102,136,136,1,911102,2019-05-17,spotify:track:5C1TucCRf4Vjjree1OItyv,Vertigo Berlin,1,2019-05-17,179907,False,False,59,7,2019-05-17,12,Divinely Uninspired To A Hellish Extent,spotify:track:5C1TucCRf4Vjjree1OItyv,0,0,0,0 days,False,1
Polo G,Zooted Freestyle,910970,910970,163,163,1,910970,2021-06-11,spotify:track:43Ykyd3WD3tfaFDhunMZHp,Columbia,1,2021-06-11,132726,True,False,45,13,2021-06-11,20,Hall of Fame,spotify:track:43Ykyd3WD3tfaFDhunMZHp,0,0,0,0 days,False,1
"Polo G, Young Thug",Losses (with Young Thug),910896,910896,164,164,1,910896,2021-06-11,spotify:track:0f6U1lMWlbjnyYBctfjji1,Columbia,1,2021-06-11,174155,True,False,46,15,2021-06-11,20,Hall of Fame,spotify:track:0f6U1lMWlbjnyYBctfjji1,0,0,0,0 days,True,2
"Carin Leon, Los Honorables",La Boda del Huitlacoche - En Vivo,910022,910022,188,188,1,910022,2023-01-01,spotify:track:1Tcm4Qi0lbzXofH11MIzJs,Tamarindo Rekordsz,1,2023-01-01,188416,False,False,1,6,2020-03-19,20,Borrachera Con Los Honorables (Live),spotify:track:1Tcm4Qi0lbzXofH11MIzJs,1018,0,1018,4+ weeks,True,2
Lil Wayne,Funeral,909626,909626,129,129,1,909626,2020-01-31,spotify:track:4y1GxT1XnufGddKkrFkbtC,"Young Money Records, Inc.",1,2020-01-31,194640,True,False,34,1,2020-01-31,24,Funeral,spotify:track:4y1GxT1XnufGddKkrFkbtC,0,0,0,0 days,False,1
System Of A Down,Genocidal Humanoidz,908732,908732,136,136,1,908732,2020-11-06,spotify:track:3Sg3bOiD0kE4D5DcXk48Ds,American/Columbia,1,2020-11-06,155286,False,False,59,2,2020-11-06,2,Protect The Land / Genocidal Humanoidz,spotify:track:3Sg3bOiD0kE4D5DcXk48Ds,0,0,0,0 days,False,1
"mgk, iann dior",fake love don't last (feat. iann dior),908458,908458,168,168,1,908458,2022-03-25,spotify:track:4UHyrGQCHu0Orh2utUxbNY,Bad Boy / Interscope,1,2022-03-25,143204,False,False,57,13,2022-03-25,16,mainstream sellout,spotify:track:4UHyrGQCHu0Orh2utUxbNY,0,0,0,0 days,True,2
Ninho,RER D,908279,908279,183,183,1,908279,2021-12-03,spotify:track:4HvjAQ0ODJVwutBx08bGhG,Rec. 118 / Mal Luné Music,1,2021-12-03,223101,True,False,47,9,2021-12-03,15,Jefe,spotify:track:4HvjAQ0ODJVwutBx08bGhG,0,0,0,0 days,False,1
"Porter Robinson, League of Legends",Everything Goes On,907802,907802,188,188,1,907802,2022-07-15,spotify:track:3WBRfkOozHEsG0hbrBzwlm,Riot Games,1,2022-07-15,202821,False,False,60,1,2022-07-14,1,Everything Goes On,spotify:track:3WBRfkOozHEsG0hbrBzwlm,1,0,1,<1 week,True,2
Juliette,Sei Lá,907719,907719,184,184,1,907719,2021-09-03,spotify:track:7aAiQcMSunHj82SWq1qkUw,Virgin Music Label And Artist Services (S&D),1,2021-09-03,198515,False,False,29,4,2021-09-03,6,Juliette,spotify:track:7aAiQcMSunHj82SWq1qkUw,0,0,0,0 days,False,1
Fedez,Prima di ogni cosa,906995,906995,111,111,1,906995,2018-11-02,spotify:track:0juSegsrO7siAAjlNATKV2,Epic,1,2018-11-02,186832,False,False,33,1,2018-11-02,1,Prima di ogni cosa,spotify:track:0juSegsrO7siAAjlNATKV2,0,0,0,0 days,False,1
Pabllo Vittar,K.O.,464553,906750,186,175,2,464553,2017-08-05,spotify:track:1J0iYsJuVhqfDhBoSLuO9A,BMT Produções Artísticas,2,2017-08-12,155654,False,False,0,2,2017-01-12,10,Vai Passar Mal,spotify:track:1J0iYsJuVhqfDhBoSLuO9A,205,7,212,4+ weeks,False,1
"Chance the Rapper, Kanye West, Chicago Children's Choir",All We Got (feat. Kanye West & Chicago Children's Choir),453629,906672,174,174,2,453629,2017-02-13,spotify:track:3ZLyt2ndLFBh148XRYjYYZ,Chance the Rapper,2,2017-02-14,203794,False,False,57,1,2016-05-27,14,Coloring Book,spotify:track:3ZLyt2ndLFBh148XRYjYYZ,262,1,263,4+ weeks,True,3
Apache 207,Vodka,906543,906543,131,131,1,906543,2021-10-01,spotify:track:5axqVsveGtmOkq7H1wV3c0,Four Music/Two Sides,1,2021-10-01,186666,True,False,49,1,2021-10-01,3,Kapitel II Vodka (2sad2disco),spotify:track:5axqVsveGtmOkq7H1wV3c0,0,0,0,0 days,False,1
The Cranberries,Ode To My Family,906509,906509,88,88,1,906509,2018-01-16,spotify:track:1eQuRtkMEPhf2DGzpBVTE6,Island Records,1,2018-01-16,271533,False,False,4,1,1994-10-03,18,No Need To Argue (The Complete Sessions 1994-1995),spotify:track:1eQuRtkMEPhf2DGzpBVTE6,8506,0,8506,4+ weeks,False,1
"Grupo F1rmo, Malumma",Cada Quien,906498,906498,178,178,2,906498,2021-12-11,spotify:track:2CGbKCiVUTHxhIJtP6Gvdi,XDrecords,1,2021-12-11,196387,False,False,0,1,2021-12-01,1,Cada Quien,spotify:track:2CGbKCiVUTHxhIJtP6Gvdi,10,0,10,1-2 weeks,True,2
Damso,Ψ. PASSION,906293,906293,116,116,1,906293,2021-04-29,spotify:track:7cg10lYnXMynfGg8K06rzL,Trente-quatre Centimes,1,2021-04-29,277107,True,False,0,9,2021-04-28,25,QALF infinity,spotify:track:7cg10lYnXMynfGg8K06rzL,1,0,1,<1 week,False,1
Shiva,Pensando a lei,906241,906241,160,160,1,906241,2022-02-11,spotify:track:4Yi4RRhp3nfKR1FDbXlHBp,Milano Ovest,1,2022-02-11,176245,False,False,50,1,2022-02-11,1,Pensando a lei,spotify:track:4Yi4RRhp3nfKR1FDbXlHBp,0,0,0,0 days,False,1
"Shirin David, Kitty Kat",Be a Hoe/Break a Hoe,906147,906147,153,153,1,906147,2021-10-29,spotify:track:2NkKIjlfLa9o9Yfsq2tl99,Juicy Money Records,1,2021-10-29,171986,True,False,0,1,2021-10-28,3,Be a Hoe/Break a Hoe,spotify:track:2NkKIjlfLa9o9Yfsq2tl99,1,0,1,<1 week,True,2
"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Sólo Quédate En Silencio,906122,906122,124,124,1,906122,2020-09-04,spotify:track:2RJ1fg4qf2vgZKifTa4HgA,Universal Music Mexico,1,2020-09-04,219520,False,False,69,2,2004-01-01,11,Rebelde,spotify:track:2RJ1fg4qf2vgZKifTa4HgA,6091,0,6091,4+ weeks,True,4
A$AP Rocky,Hun43rd,905894,905894,122,122,1,905894,2018-05-25,spotify:track:1r33iukEx0COYuBzyXPmPP,A$AP Worldwide/Polo Grounds Music/RCA Records,1,2018-05-25,242746,True,False,59,12,2018-05-25,15,TESTING,spotify:track:1r33iukEx0COYuBzyXPmPP,0,0,0,0 days,False,1
Stray Kids,"Muddy Water (Changbin, Hyunjin, HAN, Felix)",905567,905567,162,162,1,905567,2022-03-18,spotify:track:0oHn3CGVerdfLqIrN6CT42,Republic Records - Stray Kids,1,2022-03-18,197360,False,False,56,7,2022-03-18,7,ODDINARY,spotify:track:0oHn3CGVerdfLqIrN6CT42,0,0,0,0 days,False,1
"Kim Loaiza, Jd Pantoja",Bye Bye,905364,905364,123,123,1,905364,2020-08-21,spotify:track:5gc6e6b4ZLAxhLeVtgWe9c,Space Music,1,2020-08-21,184000,False,False,49,1,2020-08-21,1,Bye Bye,spotify:track:5gc6e6b4ZLAxhLeVtgWe9c,0,0,0,0 days,True,2
ZAYN,Calamity,905262,905262,141,141,1,905262,2021-01-15,spotify:track:1hGHHKR7KFF2Wl78LBgKBz,RCA Records Label,1,2021-01-15,187560,False,False,46,1,2021-01-15,11,Nobody Is Listening,spotify:track:1hGHHKR7KFF2Wl78LBgKBz,0,0,0,0 days,False,1
"Samra, Capital Bra",Berlin,905090,905090,148,148,1,905090,2020-03-13,spotify:track:4VyJtzcNhnV9gPEgjYzI8L,Urban,1,2020-03-13,173695,False,False,40,1,2020-03-12,1,Berlin,spotify:track:4VyJtzcNhnV9gPEgjYzI8L,1,0,1,<1 week,True,2
John Mayer,Carry Me Away,904926,904926,121,121,1,904926,2019-09-06,spotify:track:6TL3MOcVW8i1UiJkvhpDbR,Columbia,1,2019-09-06,159134,False,False,0,1,2019-09-06,1,Carry Me Away,spotify:track:6TL3MOcVW8i1UiJkvhpDbR,0,0,0,0 days,False,1
Don Toliver,Way Bigger,904866,904866,139,139,1,904866,2021-10-08,spotify:track:0HNKMJ2EKCaT2EqcCBj1EH,Cactus Jack / Atlantic,1,2021-10-08,196011,True,False,62,3,2021-10-08,16,Life of a DON,spotify:track:0HNKMJ2EKCaT2EqcCBj1EH,0,0,0,0 days,False,1
Calibre 50,Si Te Pudiera Mentir,904848,904848,113,113,1,904848,2022-01-01,spotify:track:3p6eieHX6oEOzJStPtEsLu,"Andaluz Music, LLC (Catalog)",1,2022-01-01,255640,False,False,75,14,2019-08-16,14,Simplemente Gracias,spotify:track:3p6eieHX6oEOzJStPtEsLu,869,0,869,4+ weeks,False,1
Trippie Redd,Can't Love,904502,904502,133,133,1,904502,2018-11-09,spotify:track:2dKtWPLZvbCzwLRliNn8UI,"TenThousand Projects, LLC",1,2018-11-09,169411,True,False,0,5,2018-11-09,16,A Love Letter To You 3,spotify:track:2dKtWPLZvbCzwLRliNn8UI,0,0,0,0 days,False,1
ZAYN,Outside,903633,903633,142,142,1,903633,2021-01-15,spotify:track:6f8cT6qJ1KqqVXjx0xRJBt,RCA Records Label,1,2021-01-15,208920,True,False,51,3,2021-01-15,11,Nobody Is Listening,spotify:track:6f8cT6qJ1KqqVXjx0xRJBt,0,0,0,0 days,False,1
Gunna,World Is Yours (Lil Baby & Gunna),903590,903590,130,130,1,903590,2018-10-05,spotify:track:0p0jvYdazuWBMC8QacxpUH,"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,2018-10-05,157198,True,False,49,5,2018-10-05,13,Drip Harder,spotify:track:0p0jvYdazuWBMC8QacxpUH,0,0,0,0 days,False,1
Big Sean,Inspire Me,476383,903347,181,181,2,476383,2017-02-03,spotify:track:7M62jxrvr7UJdo6DchAFf3,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2,2017-02-03,208306,True,False,35,12,2017-02-03,14,I Decided.,spotify:track:7M62jxrvr7UJdo6DchAFf3,0,0,0,0 days,False,1
